vn_id,staff_id,position_id,note
9747,2436,3,
9747,545,2,
9747,4180,1,
10106,13605,5,
10106,13604,2,
10106,13604,6,Planning
10634,6798,1,
10634,1604,2,
10634,4433,2,
10773,18265,1,
10773,14121,2,
10773,505,1,Assistant artist
10773,3830,3,
10773,4908,2,
10773,5859,2,
10773,2942,3,
10773,3947,2,
10795,21291,7,"OP ""Kirakira☆Smash 0"""
10795,1523,3,
10795,8565,1,
10795,8759,4,
10795,12766,2,
10795,363,7,"Insert song ""Ping Pong Pantsu Taisou"""
10795,185,7,"ED ""Futari no Kageboushi"""
10795,2615,2,
10957,13210,6,OP movie
10957,2877,1,SD
10957,11712,6,OP movie
10957,6793,6,Lyrics
10957,6792,7,"ED ""Aiyakko no Shoukei"""
10957,5733,3,"OP & ED composition, arrangement"
10957,6039,1,"Keiko, Saki"
10957,3352,1,"Maia, Arisu, Yayoi"
10957,12547,3,OP arrangement
10957,694,7,"OP ""Yume no Mugen Kairou"""
10957,1907,2,
10957,1907,6,"Planning, original draft"
10957,10192,3,BGM
11073,13994,6,Coloring
11073,1658,3,
11073,8660,1,Background art
11073,11806,1,
11073,17786,4,
11073,17790,6,Coloring
11073,11809,6,Movie
11073,6862,2,"Supika, Sakura, Ayane and Sari routes"
11073,3793,6,Coloring
11073,2173,2,
11073,17791,6,Coloring
11073,6946,2,
11073,6946,6,Programming
11073,17787,1,Background art
11073,17787,6,Coloring
11073,17789,2,Assistant writer
11073,2823,1,SD
11073,11808,6,Movie
11073,1109,7,"ED ""Decade"""
11073,11807,6,Movie
11073,14986,6,Coloring
11073,185,7,"OP ""Bokura no Ue ni Sora wa Mawaru"""
11711,2738,7,"OP ""Practice"", Insert Song ""Michishirube"", ED ""Find The Gate"""
11711,3850,7,"Insert Song ""Koi Kaze -SweetHeart-"""
11711,5828,2,
11711,1078,6,Movie
11711,1332,3,
11711,5826,4,
11711,5826,1,
11711,3155,2,
11711,5825,1,
11711,5827,2,
11711,5830,6,Producer
11711,3849,3,
11711,5619,2,
11711,5829,6,"Planning, Draft, Program"
11752,15330,1,
11752,4819,3,
11752,6961,2,
11762,5519,5,
11762,2120,3,
11762,7851,5,
11762,13371,1,
11762,13985,1,
11762,6669,2,
11762,6669,4,
11968,5337,2,
12051,16412,4,
12051,8096,1,
12125,9954,6,OP lyrics
12125,2553,5,
12125,2553,1,
12125,6326,6,OP movie
12598,6255,2,
12598,4857,1,
12598,6956,6,Producer
12598,2111,2,
12598,5347,6,Scenario supervision
12598,3093,2,
12598,5836,3,Susuri ED + arrangement
12598,3624,3,"OP + lyrics, Futaba ED"
12598,3624,7,"OP ""Rin Rin Sharing"""
12598,9111,7,"Yuu ED ""Dokoka Tooku no"""
12598,6208,6,"OP, Futaba ED arrangement"
12598,4858,1,
12598,1400,3,"OP + arrangement, lyrics"
12598,4881,7,"Harem ED ""Sweet Heart"" + lyrics"
12598,11775,6,Executive producer
12598,5772,7,"Futaba ED ""Nadeshiko-iro no Koi Moyou"" + lyrics"
12633,3759,1,
12633,13286,7,Insert song “uneasy”
14062,9687,7,"PSV OP ""Ano Bashou e"""
14062,1022,3,PC OP production
14062,6954,3,PC ED
14062,3171,7,"PC ED ""Hatsukoi"""
14062,4827,3,Eien no Mahoutsukai
14062,760,7,"PSV ED ""Reach For The Light"""
14062,4960,7,"PC OP ""Hanabira to Ribbon"""
14062,4960,6,PC OP lyrics
14062,5845,2,Assistant writer
14062,7535,1,
14062,12493,7,"PSV ED ""Sayonara o Iwanaide"""
14062,1432,3,BGM
14062,3624,7,"Insert song ""Dragon Burger"""
14062,454,7,"PSV ED ""Ryuusa no Orpheus"""
14062,5668,2,
14062,3758,1,Assistant
14062,11757,1,
14062,6386,2,Kozue Akemi part
14062,3750,1,Assistant
14062,6955,7,"PC ED ""Hysteria"""
14062,9651,6,Assistant Producer
14062,17164,6,"Script, Debug"
14062,986,2,
14062,986,4,
14062,986,6,"Planning, ""Eien no Mahoutsukai"" lyrics"
14062,4576,1,Assistant
14062,4576,6,Graphics
14062,6603,3,PC OP
14062,4636,2,
14062,5743,6,Movie
14062,2164,3,"BGM, ""Hatsukoi"" composition, arrangement, lyrics, ""Dragon Burger"" composition & arrangement"
14062,5544,1,
14062,5544,6,
14062,4163,6,Movie (PSV version)
14062,5546,7,"PC ED ""Eien no Mahoutsukai"""
14424,1842,1,
14629,10802,1,
14719,6117,3,
14719,7991,5,
14719,7991,1,
14719,6786,2,
14719,6141,3,
14837,3928,2,
14837,2874,2,
14837,3925,2,
14837,3764,1,
14837,3926,2,
14877,4884,2,
14877,16708,1,
14877,3355,3,
14934,2958,2,
14934,457,2,"Sakura's and Rumia's routes, some other scenes"
14934,6100,5,
14934,6100,1,
14934,7091,2,
14934,7091,6,"Production, Script Creation"
14934,4617,3,BGM
14961,1785,3,
14961,5926,7,"ED ""Nya~nte Koi no Uta"""
14961,3882,3,
14961,4860,1,
14961,3624,7,"OP ""Masshigura!"""
14961,4861,1,
14961,5585,6,Movie
14961,1783,3,
14961,4859,1,
14961,3098,2,
14961,3098,4,
14961,4874,2,
14961,3849,3,
14961,2903,3,
15283,5816,7,"OP ""Tengoku no Koushi"""
15283,16512,1,
15283,16483,1,
15283,7485,1,
15283,3298,2,
15283,4620,3,BGM
15283,3666,2,
15283,9288,1,
15283,6945,1,
15283,10316,1,
15283,5836,3,"OP composition, arrangement"
15283,9946,1,
15283,4417,1,
15283,6244,1,
15283,7567,1,
15283,1129,1,
15283,3102,2,
15283,16484,1,
15283,2077,1,
15283,7638,2,Uncredited
15283,4926,1,
15283,5566,2,
15283,14435,3,OP arrangement
15283,16486,1,
15283,6910,1,
15283,16482,1,
15283,16513,1,
16711,8272,1,
16711,5893,2,
16711,540,2,
16736,1214,2,
16736,1214,4,
16736,1214,6,Scripting
16736,369,3,
16831,3467,3,"Theme Song ""Trouble Busters"""
16831,6798,1,
16831,8671,3,"Lyrics for Theme Song ""Trouble Busters"""
16831,11011,2,
16831,2171,3,
16831,246,7,"Theme Song ""Trouble Busters"""
16831,17636,6,Producer
16831,4458,2,Scenario Director
16919,3951,5,
16919,3951,1,
16927,6870,6,Production Assistance
16927,6869,2,
16927,6869,1,
17157,7268,1,
17157,3929,2,
17368,9639,1,
17368,9640,2,
17448,5693,2,
17448,5693,4,
17650,6396,2,
17650,6396,1,
18045,3763,1,
18045,3763,6,Graphics
18045,17566,4,
18045,17570,6,Executive producer
18045,17567,4,
18045,17565,4,
18045,17568,3,
18045,17569,6,Producer
18045,7738,2,
18234,5127,6,Special thanks
18234,6679,6,Special thanks
18234,16534,3,"Music, SE"
18234,11384,6,System maintenance
18234,15206,5,
18234,15206,1,
18234,15206,6,"Coloring supervision, coloring"
18234,4637,2,
18234,4637,6,Program
18234,9417,6,Coloring
18234,14070,5,
18234,14070,1,
18234,14070,6,Coloring
18670,5572,7,"ED ""Seed Of Happiness"""
18670,5845,2,
18670,4610,3,OP
18670,4610,6,OP lyrics
18670,3449,2,
18670,5368,2,
18670,4611,3,
18670,7784,3,
18670,3750,1,SD
18670,4576,1,
18670,11328,7,"OP ""DiVe 2 WORLD"""
18670,1987,2,
19006,18935,7,"OP ""Chikai no Hi"" and ED ""Running Futer's"""
19006,4654,1,
19110,3357,3,
19110,11225,6,Design
19110,2628,2,
19110,11226,6,Coloring
19110,11227,6,Script
19110,3355,3,
19110,3358,6,Sound Effect
19110,1433,1,
19110,4983,6,Voice Direction
19339,9687,7,"Nagisa ED ""My Waltz for You"""
19339,7648,7,"Marianna ED ""Big Bang Love"""
19339,759,3,
19339,58,7,"Riko ED ""Shinyuu < Koibito Miman"""
19339,9715,7,"Rinze ED ""Houkago, Yuuyami de"""
19339,10024,5,
19339,10024,6,"Art director, character modeling"
19339,2225,7,"Mahiro ED ""Machibuse Love Time"""
19339,7603,7,"Miu ED ""Koisuru Heroine"""
19339,13794,2,
19339,13794,6,Producer
19425,18063,1,Guest Artist - Ooyama
19425,18060,1,
19425,18064,1,Guest Artist - Tsukada
19425,18061,2,
19425,18062,1,Guest Artist - Tetsuya
19631,4153,3,
19631,4154,3,
19631,9011,3,
19631,9972,2,
19631,9010,2,
19631,9942,3,
19631,4124,1,
19631,9008,2,
19651,6487,1,
19651,3925,2,
19766,3809,3,BGM
19766,14593,3,"OP ""Yuuutsu Arisu"""
19766,12147,7,"OP ""Yuuutsu Arisu"""
19766,11220,2,
20201,13724,3,
20201,3938,6,Special Thanks
20201,5956,6,CG
20201,6512,1,
20201,6512,6,CG
20201,12510,3,
20201,12507,2,
20201,9542,6,"Producer, PR"
20201,1159,2,
20266,10800,1,
20266,10799,2,
20266,10798,2,
21353,6800,2,
21353,6800,5,
21353,6800,4,
21353,6800,1,
21474,4751,1,
21474,4464,2,
21474,1906,2,
21474,8422,1,Assistant
21474,5026,2,
21823,18410,3,
21823,18409,1,
21823,18408,2,
21823,18408,6,Programming
22366,3179,2,
22366,3179,3,
22366,3179,1,
22396,6629,6,CG
22396,5791,1,SD
22396,951,6,Producer
22396,7049,2,
22396,13175,1,Background
22396,1692,1,
22396,13724,3,BGM
22396,6087,6,CG
22396,5916,1,Background
22396,3037,6,Producer
22497,6730,1,
22497,18950,2,
22497,9620,2,
22527,1582,1,
22527,18821,2,
22656,3298,2,Main scenario/plot
22656,8630,2,
22656,7638,2,
22656,6884,4,
22656,19855,5,
22656,19855,1,
23484,6048,3,
23484,21099,2,
23484,21099,1,
23678,14170,6,Planning/Draft
23678,19244,1,
24327,13038,3,Royalty Free Song
24327,1783,3,Royalty Free Song
24327,13036,3,Royalty Free Song
24327,14647,3,Royalty Free Song
24512,3874,1,
24512,1598,2,
24512,14593,3,Theme song
24605,13678,3,BGM
24605,7534,1,Backgrounds
25143,2345,3,"OP composition & arrangement, Itose ED composition"
25143,2801,1,SD
25143,6126,3,"Composition and arrangement of Botan and Mizuho's EDs, arrangement of Itose's ED"
25143,1523,3,"BGM, song production"
25143,2739,1,
25143,3405,2,
25143,3109,7,"Botan ED ""Neko no Wagamama"""
25143,363,7,"OP ""Koi no Spirichu"", Itose ED ""All need is..."""
25143,3107,2,
25143,18042,7,"Elise ED ""Mata Au Hi Made"""
25143,18042,6,Elise ED lyrics
25143,1630,7,"Tsubasa ED ""Burning Sun"""
25143,5907,6,Lyrics for all songs except Elise's ED
25143,6019,2,
25143,64,7,"Mizuho ED ""promise"""
25143,6127,3,Composition and arrangement for Elise and Tsubasa's EDs
25316,17907,3,Drums
26513,4602,2,
26513,4602,4,
26513,7565,1,Shiori and Side characters
26513,2134,7,"OP ""♥Love★Chuki"", ED ""Bloom"""
26513,2133,3,Music production
26513,7125,3,OP
26513,18191,6,OP lyrics
26513,5240,1,"Yuna, Hinata, Rune"
26513,17926,6,Background
26513,7124,3,ED
26640,5754,7,"Theme song ""Junketsu no Inferno"""
26640,9305,1,
27781,7745,2,
28235,10581,2,Assistant
28235,13839,7,"OP ""Tenshi no Tsubasa ~Carry on your dream~"""
28533,14849,5,
28533,14849,1,
112,6058,3,OP and ED Composition
112,11913,2,
112,11132,3,
112,11076,3,
112,6180,7,"OP ""Ever stay snow"""
776,2738,3,"OP composition, lyrics"
776,2738,7,"OP ""Kizuna"""
776,6130,6,Movie
776,5751,3,OP arrangement
776,2945,3,"ED composition, lyrics"
776,2945,7,"ED ""Takaramono"""
776,1332,3,Sound production
776,1877,3,Sound effects
776,6009,3,ED arrangement
776,5585,6,Movie
776,361,2,"Common, Rui, Iyo and Akaneko routes"
776,361,6,"Original concept, planning"
776,1911,2,Atori and Koyori routes
776,6011,4,
776,6228,6,Executive producer
776,1391,3,BGM
830,2176,3,
830,3468,2,
830,4165,6,Demo Movie
830,4163,6,Demo Movie Chapter 1
1413,1022,3,
1413,6064,7,"Theme song ""under the darkness"""
1413,3273,2,
1435,991,1,
1435,1081,3,
1435,1339,2,Scenario Draft
1435,1339,4,
1435,1339,6,"Planning, Supervision"
1435,1078,6,Demo movie
1435,995,6,Producer
1435,1079,6,Graphic
1435,993,2,
1435,1082,2,
1491,2112,2,
1491,6117,3,
1491,760,7,"Theme song ""Kagami no Mori"""
1491,1332,3,
1491,502,7,"OP ""Kibou no Uta"""
1491,511,5,
1491,511,1,
1491,2990,3,"Lyrics, Theme Song Composition"
1541,169,5,
1541,169,1,
1541,61,6,Producer
1541,5887,2,
1541,1400,3,
1640,11188,7,"OP ""Walker"" and ED ""Orange"""
1640,4698,5,
1640,4698,1,
1640,4701,2,
1640,4700,2,
1682,20433,3,
1682,17427,2,
1682,20437,4,
1682,20432,5,
1682,20432,1,
1729,4057,2,
1729,9192,3,
1729,1198,2,
1729,7632,4,
1729,7632,1,
2015,2484,2,
2015,14658,3,
2015,6398,1,
2049,3123,4,Scenario Supervision
2049,3490,2,
2049,3417,2,
2049,3354,5,
2049,3354,1,
2049,3489,2,
2049,9458,3,
2221,9535,5,
2221,9535,1,
2221,7841,3,
2221,6254,2,
2221,13226,2,
2318,5130,3,
2318,5128,2,
2318,4740,7,"OP ""DESTINY"" and ED ""Album"""
2318,8403,1,
2318,4742,3,"OP, ED"
2318,5249,4,
2318,5249,6,"Planning, Original Concept"
2318,5073,2,
2340,2872,5,
2340,2872,1,
2340,949,2,
2340,2214,3,
2353,2774,7,"OP ""Eternal Mind"", ED ""Hikari no Hate"""
2353,7451,3,"OP, ED"
2353,6116,3,
2353,4324,1,
2353,1969,3,
2785,2836,5,
2785,2836,1,
2785,202,7,"ED ""Henshin ☆ a la Maid"""
2785,10463,7,"OP ""Maid-san Bonjour"""
2785,8894,4,
2785,7354,5,
2785,7354,1,
2785,732,6,UI design
2785,8591,5,
2785,8591,1,
2785,9430,2,
2785,1827,3,BGM
2785,6894,3,OP
2785,8157,3,ED
3034,3330,1,
3034,2448,2,
3034,1692,1,SD
3034,502,3,"OP lyrics, composition"
3034,502,7,"OP ""Anata Dake no ANSWER"", Insert song ""Sweet bitter time"""
3034,3331,1,
3034,6668,3,ED lyrics
3034,6668,7,"ED ""I Wish*"""
3034,12883,3,"ED composition, arrangement"
3034,12882,2,
3034,12880,2,
3034,3332,1,
3040,9678,3,Insert song
3040,9678,7,"OP ""Twinkle☆Magic"", Insert song ""Eien Naru Negai"", ED ""Ano Hi no Sora"""
3040,9678,6,Insert song lyrics
3040,2447,2,
3040,2455,3,
3040,13157,1,
3040,8762,3,
3059,1613,7,"OP ""Get The Future"""
3059,1613,6,OP lyrics
3059,5751,3,OP
3059,459,3,BGM
3059,2945,7,"OP ""Get The Future"""
3059,1332,6,OP Execution
3059,7734,1,
3059,3870,1,
3059,13489,4,
3059,3489,2,
3115,10327,2,
3115,1870,3,
3337,8477,5,
3337,8477,1,
3337,5533,3,
3337,3589,7,"OP ""Kurayami o Tataeru Mono-tachi e"""
3337,378,2,
3337,378,4,
3337,378,6,"Planning, scripting"
3337,407,4,Direction assistance
3472,4523,5,
3472,4523,1,
3472,4519,3,
3472,4521,2,
3478,4510,2,
3478,4522,5,
3478,4522,1,
3478,4515,3,
3478,4505,4,Art Director
3508,11295,2,
3508,11295,4,
3508,11295,1,
3508,1566,7,"OP ""Chikai no Esperos"""
3508,1343,3,
3779,14059,3,
3779,9652,4,
3779,15299,5,
3779,15299,1,
4128,5165,3,OP
4128,2618,7,"OP ""Sekai de Ichiban Chikai Basho"""
4128,3666,2,
4128,2448,2,
4128,3723,1,
4253,717,7,"True ED ""Universal Sky"""
4253,1092,7,"OP ""Uni. ~Uni Boku-tachi wa Naikawai Hibiki Au~"""
4253,6025,3,OP arrangement
4253,6429,3,True ED arrangement
4253,1085,7,"Insert song ""Uni. ~Uni Boku-tachi wa Naikawai Hibiki Au~ Piano Ver."""
4253,2053,1,
4253,690,3,"ED composition, lyrics"
4253,690,7,"ED ""My Sweet Stories"""
4253,2066,3,"OP composition, lyrics"
4253,2066,6,Producer
4253,5739,3,"ED composition, arrangement"
4253,3422,2,
4253,2061,1,
4253,2055,1,
4253,1235,1,
4253,961,7,"Insert song ""Picture Rail"""
4253,9926,6,True ED lyrics
4253,2062,1,
4253,6272,3,True ED composition
4314,11913,2,
4314,8995,2,
4335,9000,1,
4335,9270,2,
4408,1277,2,
4408,1339,4,
4408,1339,6,"Planning, Original Draft"
4408,995,6,Production
4408,4374,1,
4408,1079,6,Graphic
4408,1125,3,
4408,1083,2,
4408,1263,2,
4408,1263,6,Original Draft
4473,4153,3,
4473,9008,4,
4484,3302,2,
4484,9404,5,
4484,9404,1,
4484,10493,3,
4484,16571,3,"OP, ED"
4751,4372,5,
4751,4372,1,
4751,2679,2,
4767,3765,1,
4767,3765,6,Coloring
4767,4134,2,
4790,2110,1,
4790,8359,2,
5093,8896,2,
5093,8897,1,
5093,8898,4,
5173,6048,4,
5173,12465,1,
5678,1017,3,
5678,18020,2,
5678,1829,7,"OP ""Ajisakiiro no Diary"""
5678,20155,7,"OP ""Ajisakiiro no Diary"""
5678,745,1,
5678,8380,1,
5678,2453,2,
5678,7865,2,
5678,16785,6,Planning (Sega Saturn ver.)
5678,1678,2,
5737,5713,6,Graphics
5737,3139,6,"Graphics, CG supervisor"
5737,19649,3,SE and songs
5824,6170,1,
5824,4952,7,OP and ED
5824,1945,2,
6020,4137,2,
6020,3764,1,
6080,436,1,Guest Artist
6080,20643,6,OP lyrics
6080,3197,1,Guest Artist
6080,1669,1,Guest Artist
6080,2958,2,Assistant writer
6080,4435,2,
6080,7308,3,"BGM, OP"
6080,11133,7,"OP ""Pink Planet Love ~Koi wa Yume Juuryoku Kuukan"""
6080,3914,1,
6080,3746,1,Guest Artist
6347,15631,5,
6347,15631,1,
6391,1711,6,Voice director
6484,5283,2,
6484,13101,1,
6586,2849,2,
6586,4041,7,"OP ""Shining summer"""
6586,1184,1,
6676,9022,1,
6676,15150,2,
6739,5165,3,OP
6739,5164,2,
6739,4069,2,
6739,3607,7,"OP ""Yukemuri Tengoku"""
6816,15641,1,
6816,18863,2,
6816,13447,3,
6913,177,1,
6913,1381,2,Assistant writer
6913,2871,1,
6913,10361,7,"OP ""Hound Mousou"""
6913,1379,2,Assistant writer
6913,306,3,
6913,1383,2,Assistant writer
6913,1383,1,
7245,9013,2,
7245,9013,1,
7535,6436,1,
7725,14346,5,
7849,9539,2,Episode 6
7849,1017,3,Sound effects
7849,2227,1,
7849,3567,2,
7849,3567,5,
7849,3567,6,"Planning, game design"
7849,20890,7,"Insert song ""☆Twinkle☆Girls☆"""
7849,7375,3,ED composition & lyrics
7849,13567,2,Episode 3
7849,9540,2,"Episodes 2, 5"
7849,410,7,"OP ""Hana no Saku Basho"", Insert song ""Shangri-La -Ballad ver.-"""
7849,3566,3,BGM
7849,2020,2,Episode 3
7849,999,7,"ED ""Pandora no Yoru"""
7849,11681,2,Assistant writer
7849,11681,5,
7849,11681,1,Sprites art and CG supervision
7849,11681,6,Voice acting supervision assistance
7849,2504,6,General producer
7881,2863,2,
7881,3101,1,
7881,1023,3,BGM
7881,3643,1,
7881,7699,2,
7881,3584,2,
7881,6933,2,
7881,454,7,"OP ""Kirameki Issen"", Insert Song ""Ooedo Komachi"""
7881,2242,3,BGM
7881,3642,1,
7881,4318,2,
7881,6923,2,
7881,11441,4,
7881,4149,2,
7881,2174,3,ED
7881,3704,2,Momoko/Shion/Ikumi/Sanbiki/etc.
7881,3201,1,
7881,5742,6,ED lyrics
7881,2901,3,"OP, Insert song"
7881,4637,2,
7881,185,7,"ED ""Appare! Ouka"""
7881,3202,1,
7881,4317,2,
7881,5175,2,
8175,4643,5,
8175,8671,6,"OP, ED lyrics"
8175,1432,3,BGM
8175,1332,3,BGM
8175,1906,2,
8175,2739,1,
8175,748,5,
8175,454,7,"OP ""Prismatic Princess Unison Stars"", ED ""Everyone's curtain call"" (under the name Unison☆Stars)"
8175,7187,1,
8175,5756,1,
8175,3750,1,
8175,5749,6,Movie production
8175,9651,1,
8175,447,7,"OP ""Prismatic Princess Unison Stars"", ED ""Everyone's curtain call"" (under the name Unison☆Stars)"
8175,1483,7,"OP ""Prismatic Princess Unison Stars"", ED ""Everyone's curtain call"" (under the name Unison☆Stars)"
8175,7189,1,
8175,7188,1,
9372,13674,2,Assistant
9372,13674,6,"Program, map design"
9372,12678,3,Sound effects
9372,13680,6,Dungeon design
9372,1677,2,
9372,1677,1,
9372,1677,6,"Planning, map design"
9372,13675,3,BGM
10128,3417,2,
10128,13226,2,
10330,4153,3,
10330,246,7,"ED ""Koi Uta"""
10330,18781,1,
10330,9008,2,
10507,18655,5,
10507,18655,1,
10753,10422,3,
10877,2372,3,
10877,6153,7,"OP ""Endless bunny"""
10877,3354,5,
10877,3354,1,
10877,6259,6,PR
10877,10694,2,
10877,10694,6,Planning
10877,14309,2,
11193,2345,3,"OP, ED"
11193,1022,3,BGM
11193,9947,6,Graphics
11193,690,7,"OP ""Natsu no Owari no Nirvana"", ED ""moratorium"""
11193,3793,6,Graphics
11193,10202,1,SD art
11193,5927,6,Script
11193,16118,6,Producer
11193,4340,5,
11193,4340,4,
11193,4340,1,
11193,4340,6,Planning
11193,5585,6,Movie
11193,5126,6,Graphics
11193,7574,2,
11193,7574,6,Script
11193,5452,2,Assistance
11193,5452,6,Development management
11414,3809,3,BGM
11414,7268,5,
11414,7268,1,
11414,14593,3,"OP ""Komori Uta"""
11414,3800,2,
11414,12147,7,"OP ""Komori Uta"""
11485,5127,1,
11485,8807,2,
11485,8866,1,
11485,8867,1,
11485,8806,2,
11485,6006,2,
11485,3714,1,
11669,10388,1,
11682,11287,3,BGM
11682,17375,2,
12055,3272,2,
12055,3272,1,
12338,2628,2,
12338,2447,2,
12338,4578,5,
12338,4578,1,
12338,3801,2,
12338,4133,2,
12338,6258,2,
12338,185,7,"OP ""Bookmark Memories"""
12338,1391,3,BGM
12493,1058,1,
13296,15307,2,
13296,15308,5,
13296,15308,1,
13833,3268,5,
13833,3268,1,
13940,3934,2,
13940,3755,1,
13940,12333,3,
14270,2482,2,
14270,2988,7,"ED ""answer"""
14270,2968,1,
14270,6951,3,"OP, ED production"
14270,9565,3,OP
14270,1630,7,"OP ""Mirai Flag"""
14270,1905,2,
14270,1905,4,
14270,1905,6,"Production assistant, planning"
14270,6227,3,"ED composition, lyrics"
14270,4208,6,OP movie
14534,2545,5,
14534,2545,1,
14534,4911,2,
14534,9145,7,"ED ""Promise me tonight"""
14534,313,3,BGM
14534,9549,1,Backgrounds
14534,4702,2,
14534,1026,7,"OP ""Headway! Buccaneers"""
14608,3765,1,
15506,8095,2,
15516,6709,1,
15516,3809,3,BGM
15516,1598,2,
15516,14593,3,"OP ""Kokoro no Kagi"""
15682,2343,1,
15682,4214,1,
15682,2438,7,"OP ""OS NO/YES"""
16166,687,7,"ED ""My Darling"""
16166,13951,6,Script
16166,6743,6,"OP, ED lyrics"
16166,3912,1,Assistant artist
16166,3912,6,Graphics Chief
16166,3415,3,BGM
16166,4449,2,
16166,6742,2,Assistant writer
16166,13952,6,"Sound effects, script"
16166,64,7,"OP ""Snow×Connect"""
16166,3744,6,Product Supervision
16166,1400,3,"OP, ED"
16166,4096,5,
16166,4096,1,
16166,3410,2,Assistant writer
16256,1025,7,"OP ""HOLY BREAKER!, ED ""invisible"""
16256,13209,6,PV movie
16256,429,5,
16256,429,1,
16256,2417,3,"BGM, OP composition, ED"
16256,980,2,
16256,980,6,Lyrics
16417,313,3,BGM
16417,388,7,"OP ""TRUE QUALIA"""
17596,6424,6,Program
17596,949,2,
17596,5814,1,
17822,15317,1,
17909,978,1,
17909,2,2,
17909,142,1,
18085,15163,5,
18085,15163,1,
18085,12607,2,
18226,2210,3,"BGM composition, arrangement, sound effects"
19885,20438,1,Backgrounds
20186,8481,2,
20186,13645,1,
20224,14171,1,
20224,14172,6,Coding
20224,14173,2,
20330,1586,7,"Alice's insert song ""Apple Pie and Tea Time"""
20330,15075,6,Special thanks
20330,12526,6,Special thanks
20330,1645,7,"Yotsuko's insert song ""Jinrui ga Banyuuinryoku no Housoku o Ushinatta Baai no Kousatsu"""
20330,12498,7,"ED ""Sora no Yakusoku"""
20330,459,3,OP
20330,65,7,"Lavi's insert song ""Labrico Pirirara Lavi Laboratory"""
20330,3486,7,"Emmy's insert song ""Dig, Dug, Danshaku"""
20330,5591,7,"OP ""Kaze no Uta"""
20330,447,7,"Haru's insert song ""Yamato na Disco"""
20330,14368,1,"Lavi, Yotsuko"
20330,14368,6,"Coloring supervision, coloring"
20330,10362,1,"Alice, Haru"
20330,10362,6,Peeing supervision
20330,10997,2,
20330,10997,4,
20330,10997,6,"Planning, draft, music producer, lyrics for all songs"
20330,17175,2,"H-scenes, tokuten scenario"
20330,17175,6,Development assistance
20387,5286,1,
20387,4607,2,
20561,11119,1,
20615,9812,7,"OP ""Bye-Bye My Handy Love"", ED ""Remember Me"""
20615,9812,6,"OP, ED lyrics"
20615,18772,3,"OP, ED"
20615,9808,3,BGM
20615,9813,7,"Insert song #1 ""Heartbeat Groove"", Insert song #2 "" Dear Boyfriend"""
20615,3022,5,
20615,9810,3,"Insert song #1, #2"
20615,9810,6,"Insert song #1, #2 lyrics"
21047,16969,7,"OP ""Million Smile"""
21047,1127,7,"ED ""101 Hikime no Hitsuji"""
21047,13144,6,"Scenario direction, plot"
21047,9541,7,"ED ""101 Hikime no Hitsuji"""
21047,13483,7,"ED ""101 Hikime no Hitsuji"""
21047,1678,2,
21047,10520,2,
21047,10520,6,Plot
21047,5175,2,
21365,12512,5,
21365,12512,1,
21365,9640,2,
21365,9641,2,
21707,7257,6,Background Material Supply
21707,17676,2,
21771,6384,2,
21771,7342,2,
21771,18277,2,
21771,9622,1,
21771,4429,2,
21771,7462,2,
21771,4069,2,
21771,4071,1,
22075,15471,6,"Script, debugging"
22075,19123,2,
22075,1078,6,OP movie
22075,7424,7,"OP ""HarmonEy"", ED ""Kotoba"""
22075,7424,6,Lyrics
22075,5605,6,Sales & public relations assistance
22075,1058,5,
22075,1058,1,
22075,13945,6,Planning
22075,11738,6,"Script, debugging"
22075,17926,1,Backgrounds
22104,19283,1,(Original Soundtrack)
22104,19282,1,Character Illustrations
22104,19284,2,Writer
22104,19284,4,
22104,19281,2,
22253,19036,2,
22253,19041,1,
23117,20048,2,
23117,20048,4,
23329,14702,3,Royalty-free music
23329,15970,2,
23329,20210,5,
23329,20210,1,
23333,3809,3,
23333,20182,7,"Theme song ""Candy Boy"""
23333,3797,2,
23333,10175,5,
23333,10175,1,
23428,20289,2,
23428,20289,1,
23428,20289,6,"Animation, SE"
23428,14658,3,
24019,1523,3,
24019,3040,6,"Planning, Ero Summary, Producer"
24019,12342,2,
24019,12532,6,Web design
24083,20850,6,"Editor, Beta Tester"
24083,20848,2,Design
24083,20848,1,
24209,4859,1,
24209,4874,2,Sweeper Swimmer
24209,1014,2,Winter Polaris
24239,21074,2,
24239,21071,5,
24239,21066,1,Background Art
24239,21150,2,
24239,21068,6,Animator
24239,15571,1,Character CGs
24239,21067,1,Background Art
24239,21069,6,Animator
25838,18525,1,
25838,17859,1,
25838,17859,6,CG supervision
25838,6732,6,Programming
25838,3104,3,
25838,3098,2,
25838,16071,7,"OP ""REVENGE GAME"""
25838,16071,6,OP lyrics
25838,3025,1,
26189,19357,1,All Character art
26189,14257,2,Editor and exploration events
26189,14257,4,Programmer
26189,19884,1,Backgrounds
26189,15779,2,"Heroine routes, Heroine quests and Side stories"
26189,15779,4,Co-director
26235,11592,3,BGM
26235,1754,2,
26235,9779,2,
26235,4610,3,OP
26235,4611,3,OP arrangement
26235,7235,1,
26235,13850,2,
26235,13853,3,OP lyrics
26235,4612,7,"OP ""Bright Emotion ~Kimi to Odoru Sekai~"""
26328,9422,4,
26328,9422,6,"Game design, original work, program"
27614,9397,1,
27660,2449,2,
27660,3988,1,
28093,13660,7,"OP ""QUALIA: AI"""
28093,1400,3,"OP, BGM"
28093,19553,6,OP lyrics
