vn_id,staff_id,position,note
1460,3142,chardesign,
1460,3142,art,
1460,3725,songs,"OP ""Inochi no Mizu"""
1460,14391,art,SD
1460,14391,staff,Graphics
1460,14392,art,SD
1460,14392,staff,Graphics
1461,363,songs,"OP ""hare→koigokoro"""
1461,1272,art,
1461,2862,art,
1461,2863,scenario,
1461,3415,music,OP
1461,4164,staff,OP movie
1462,1032,songs,"ED ""Last Letter-Eternal Wind-"""
1462,1393,music,Lyrics
1462,2767,music,First & Second OP
1462,5128,scenario,
1462,5249,scenario,
1462,5249,staff,Producer
1462,5928,songs,"First OP ""Last Letter(Snowdrop.Ver)"", Second OP ""have eyes only for you.."""
1462,7671,music,First OP arrangement
1462,8641,chardesign,
1462,8750,scenario,
1464,3191,art,
1464,4364,scenario,
1464,4364,director,
1464,4460,scenario,
1464,4618,music,"BGM, OP composing, arrangement, lyrics"
1464,5093,songs,"OP ""Kakumei ★ Kiss! Kiss! Kiss! Revolution!"""
1464,7571,art,
1464,8481,scenario,
1464,12647,music,
1465,3273,scenario,
1465,6064,songs,"Theme song ""under the darkness -remix-"""
1465,22303,art,
1466,1333,music,
1466,5129,scenario,
1466,6060,art,
1467,10519,chardesign,
1467,19935,music,
1467,24972,songs,"ED ""Unite as One"""
1467,24973,scenario,
1467,24973,chardesign,Original character design
1467,24973,director,
1467,24973,staff,Planning
1468,440,art,
1468,1058,art,
1468,1078,staff,OP Movie
1468,1438,art,
1468,1556,songs,"OP ""Flare☆Complex"""
1468,1677,art,
1468,3247,art,
1468,4725,art,
1468,4863,art,
1468,5562,art,
1468,5699,scenario,
1468,6226,art,
1468,9004,art,
1468,9465,art,
1468,9466,art,
1468,9467,art,
1468,9468,art,
1468,9469,art,
1468,9470,art,
1468,9471,scenario,
1468,9472,music,
1469,1677,chardesign,
1469,1677,art,
1469,1969,music,
1469,2112,scenario,
1469,2738,songs,"ED ""Aoi Yakusoku"""
1469,2738,staff,ED lyrics
1469,2945,songs,"OP ""Bara ni Idakarete"""
1469,2945,staff,OP lyrics
1469,3462,music,"ED composition, arrangement"
1469,4191,scenario,
1469,4208,staff,OP Movie
1469,6009,music,"OP composition, arrangement"
1469,6117,music,
1469,9004,chardesign,
1469,9004,art,
1469,9461,music,
1469,9461,art,
1469,9462,music,
1469,9631,music,
1469,10542,music,
1472,742,songs,"OP ""Sakuranbo Kiss ~Bakuhatsu da mo~n~"
1472,1022,music,
1472,2624,art,
1472,2862,art,
1472,5585,staff,OP movie
1473,742,music,Theme Song Lyrics
1473,742,songs,"Theme Song ""Kyururun Kiss de Jambo"""
1473,2624,art,
1473,2862,art,
1473,5585,staff,Movie
1473,6064,music,Theme Song Composition
1474,64,songs,"First ED ""Hoshi no Yume"""
1474,363,songs,"Second ED ""Hoshizora no Memoria"""
1474,694,songs,"OP ""Eternal recurrence"""
1474,1078,staff,OP movie
1474,2985,scenario,
1474,2985,staff,"Planning, scripting"
1474,3139,chardesign,
1474,3139,art,
1474,3140,art,Assistant
1474,3149,music,"BGM, First ED"
1474,4735,music,"OP, Second ED"
1474,6137,art,SD
1474,6743,staff,Lyrics
1475,97,music,"BGM, OP, ED"
1475,105,staff,Lyrics
1475,185,songs,"OP ""Primary"", ED ""Dear"""
1475,5128,scenario,
1475,5248,art,
1475,5249,scenario,
1475,5249,director,
1475,5249,staff,Planning
1475,5592,staff,Movie
1475,5908,staff,Movie
1475,8750,scenario,
1476,3809,music,
1476,4145,staff,Scripting
1476,4562,art,
1476,4582,scenario,
1477,1782,music,
1477,2492,scenario,Kyouko and Tsugumi
1477,2757,music,ED
1477,2872,chardesign,
1477,2872,art,
1477,2873,art,
1477,3565,music,OP
1477,4382,scenario,
1477,6884,director,
1477,7893,scenario,
1477,8300,songs,"OP ""my first summer"", ED ""Natsu no Owari ni..."""
1477,10420,scenario,
1478,454,songs,"2nd OP ""Growth of mind"""
1478,742,music,OP lyrics
1478,742,songs,"OP ""Yumemiboshi★boom!boom!"""
1478,1556,songs,"2nd OP ""Growth of mind"""
1478,1630,songs,"ED ""eternal twinkle"""
1478,2174,music,"2nd OP composition, arrangement"
1478,5790,music,ED lyrics
1478,6603,music,"OP composition, arrangement"
1478,6604,music,OP arrangement
1478,6647,music,ED lyrics
1478,9819,music,2nd OP lyrics
1478,13693,music,ED composition
1479,14880,scenario,
1482,1718,art,
1482,4679,scenario,
1482,8656,music,
1483,362,scenario,
1483,362,director,
1483,362,staff,Producer
1483,843,songs,"Insert song ""Milk tea Hallelujah"""
1483,2164,music,
1483,3171,songs,"OP ""Momiji"", Insert song ""Fuji no Tobari to Yoru no Uta"" and ED ""Ashita wo Egaku Omoi no Iro"""
1483,8582,chardesign,
1483,8582,art,
1483,9114,art,SD
1484,4814,art,
1484,6998,scenario,
1486,1510,scenario,
1486,2844,art,
1486,18527,songs,"OP ""Otakiba!"""
1487,185,songs,"OP ""Kurenai no Sora"", insert song ""Itoshii Uta"", ED ""Kokoro no Katachi"""
1487,185,staff,Lyrics
1487,2431,music,
1487,2472,music,"Composition and arrangement of OP, insert song & ED"
1487,3102,scenario,
1487,6659,scenario,
1487,10020,art,
1489,719,songs,"ED ""Always"""
1489,1023,music,
1489,1691,songs,"OP ""Kimi ni Futatabi Aeta Kiseki"""
1489,2789,scenario,
1489,2794,scenario,Nanami route
1489,4207,staff,OP movie
1489,5815,chardesign,
1489,5815,art,
1489,8136,staff,"Planning, producer"
1489,11142,scenario,2 scenes
1490,5708,chardesign,
1490,10570,art,
1491,502,songs,"OP ""Kibou no Uta"""
1491,511,chardesign,
1491,511,art,
1491,760,songs,"Theme song ""Kagami no Mori"""
1491,1332,music,
1491,2112,scenario,
1491,2990,music,"Lyrics, Theme Song Composition"
1491,6117,music,
1492,760,songs,"OP ""Let's stand up, my honey!"""
1492,760,staff,OP lyrics
1492,1658,music,OP
1492,8814,staff,Movie
1492,14650,scenario,
1492,15532,art,
1493,991,art,
1493,995,director,
1493,995,staff,"Production {Lilith-Izm03 ~If Story Hen~}, Planning {The Group Sex Club: Maki and Shiori If Edition}"
1493,1078,staff,Demo movie
1493,1083,scenario,{Kangoku Senkan If Edition}
1493,1083,staff,
1493,1116,art,
1493,1118,scenario,"{The Group Sex Club: Maki and Shiori If Edition, The Group Sex Club: Aiko If Edition, The Group Sex Club: Tomomi Edition  }"
1493,1121,staff,Graphic
1493,1165,staff,"Production {Lilith-Izm03 ~If Story Hen~}, Planning {The Group Sex Club: Tomomi Edition}"
1493,1339,staff,"Planning {The Group Sex Club: Aiko If Edition, Kangoku Senkan If Edition}"
1493,4444,scenario,{The Group Sex Club: Chiaki If Edition}
1493,4444,staff,Planning {The Group Sex Club: Chiaki If Edition}
1494,995,director,
1494,995,staff,Producer
1494,1078,staff,Creation of OP video
1494,1121,staff,Graphic
1494,1159,scenario,
1494,1159,director,
1494,1159,staff,Planning and original draft
1494,1165,staff,Producer
1494,1486,art,
1494,1495,music,
1495,991,art,Taimanin Asagi Gaiden - The nightmare
1495,991,staff,Graphic {Taimanin Asagi Gaiden - The nightmare}
1495,995,director,
1495,995,staff,Production
1495,1078,staff,Demo movie
1495,1118,staff,Original Draft {Taimanin Asagi Gaiden - The nightmare}
1495,1159,scenario,Taimanin Asagi Gaiden - The nightmare
1495,1165,staff,Production
1495,1263,scenario,Virgin boy Shimobe-kun Gaiden
1495,1263,staff,Original Draft {Virgin boy Shimobe-kun Gaiden}
1495,1339,staff,"Planning, Original Draft {Taimanin Asagi Gaiden - The nightmare}"
1495,4372,art,Virgin boy Shimobe-kun Gaiden
1496,995,director,
1496,995,staff,Planning {Ayame-Gaiden}
1496,1118,scenario,Shinigami-Gaiden
1496,1143,art,Ayame-Gaiden
1496,1144,scenario,Majo Gari no Kishi-Gaiden
1496,1263,scenario,Ayame-Gaiden
1496,1267,art,Shinigami-Gaiden
1496,1277,scenario,Oharai Onee-san!-Gaiden
1496,1277,staff,Planning {Oharai Onee-san!-Gaiden}
1496,1339,staff,Planning {Shinigami-Gaiden}
1496,1585,art,Oharai Onee-san!-Gaiden
1496,4375,art,Majo Gari no Kishi-Gaiden
1497,991,art,
1497,995,staff,Producer
1497,1079,staff,Graphic
1497,1118,scenario,
1497,1159,scenario,
1497,1165,staff,Producer
1497,1261,music,
1497,1263,scenario,
1497,1339,director,
1497,1339,staff,"Planning, Original Draft"
1498,1691,songs,"Hozumi Eri Ending ""Little Fourteen Swing"" and Dreamcast ED ""I love you"""
1498,1859,music,
1498,2454,art,
1498,2789,scenario,
1498,2849,scenario,"Mai's route (DC), Ayana and Mika's routes editing for console releases"
1498,3565,music,bad ending theme Composition & Arrangement
1498,5938,songs,"DC OP ""Door"""
1498,6295,scenario,
1498,6295,staff,Lyrics
1498,6298,art,
1498,8136,staff,"Planning, producer"
1498,8300,songs,"Saeki Ayana ED ""Shield"" and DC ED ""Sign"""
1498,9817,music,Opening theme Composition & Arrangement
1498,16317,songs,"Chiaki ED ""Tomadoi no Naka de"""
1498,16319,songs,"Mika ED ""Nanika"", DC Bad ED ""Canary (mika mix)"""
1499,719,songs,"ED ""Futari no Mizenkei"""
1499,1059,chardesign,
1499,1059,art,
1499,1556,songs,"Hiromi ED ""Kimi no Naka no Yuuki"""
1499,1691,songs,"ED ""Kousoku Manbo"""
1499,1859,music,
1499,2849,scenario,"Prologue, Amou's 1 and 3 chapters, Yuka's 5 and 6 chapters, Hiromi's 1-6 chapters"
1499,2849,staff,Scenario supervision
1499,2860,scenario,
1499,2925,scenario,"Amou's 2 and 4 chapters, Yuki's 5 and 6 chapters, Arthur, Mengele and Nelson's 1-6 chapters"
1499,10531,staff,Producer
1500,185,songs,"OP ""Ano Sora o Mezashite"", ED ""eternal memories"""
1500,506,music,ED
1500,3624,music,OP
1501,1199,music,
1501,4057,scenario,
1501,7632,director,
1501,7632,art,
1502,4904,scenario,
1502,14346,chardesign,
1502,17222,scenario,Geass Hen and other scenes
1503,995,staff,Production
1503,1159,scenario,
1503,1165,staff,Production
1503,1332,music,
1503,1828,art,
1503,1828,staff,"Planning, Graphic"
1503,4409,director,
1504,995,director,
1504,995,staff,"Planning, Original Draft, Production"
1504,1118,scenario,
1504,1118,staff,Original Draft
1504,1143,art,
1504,1159,scenario,
1504,1159,staff,Planning
1504,1165,staff,Production
1504,1265,staff,Graphic
1504,4730,chardesign,
1505,2633,music,
1505,2774,songs,"ED ""Hajimari no Shitaku"""
1505,3998,chardesign,
1505,3998,art,
1505,6259,scenario,
1505,6259,staff,Planning
1506,97,music,BGM
1506,687,songs,"ED ""Lamune"""
1506,719,songs,"Theme Song ""Nantene 76's"""
1506,959,music,
1506,1014,scenario,Nanami's route
1506,1023,music,BGM
1506,1781,music,BGM
1506,1782,music,BGM
1506,1785,music,BGM
1506,2613,art,
1506,2614,scenario,Tae's route
1506,2615,scenario,Hikari's route
1506,2618,songs,"Insert Song ""Yuunagi"""
1506,2754,art,
1506,2755,art,
1506,2775,art,
1506,2777,scenario,Suzuka's route
1507,97,music,BGM
1507,1014,scenario,
1507,1014,director,
1507,2487,scenario,
1507,2754,art,
1507,2878,scenario,
1507,3426,music,BGM
1507,11490,music,BGM
1507,13736,art,
1507,13736,staff,Graphics
1507,14816,art,
1507,14816,staff,Graphics
1508,1014,scenario,
1510,97,music,
1510,878,music,
1510,959,music,
1510,1014,scenario,"Chapters 1, 7"
1510,1022,music,Remake OP
1510,1023,music,
1510,1781,music,
1510,1782,music,BGM
1510,1785,music,
1510,1786,music,
1510,2610,art,"Chapters 2, 5"
1510,2611,art,"Chapters 1, 4"
1510,2613,art,Chapter 3
1510,2614,scenario,Chapter 3
1510,2615,scenario,Chapter 2
1510,2616,scenario,Chapter 4
1510,2617,songs,"OP & Remake Insert Song ""Sanarara ~Hanasaku Getsuyobi~"""
1510,2618,songs,"ED ""Harukaze"""
1510,3098,scenario,Assistant Writer
1510,3582,scenario,Assistant Writer
1510,3849,music,
1510,3850,songs,"Insert Song ""Tsunagaru Mirai/Thread ~Kizuna~"""
1510,5099,scenario,
1510,5585,staff,Movie
1510,5816,songs,"Remake OP ""Over the Rainbow"""
1510,7482,art,
1512,13254,music,
1512,14412,songs,"Theme song ""Seinaru Itami o Daite"""
1512,25076,chardesign,
1513,1986,chardesign,
1513,1986,art,
1513,9852,staff,"Planning, Original, General Producer"
1513,9870,director,
1513,9871,scenario,
1513,9872,director,
1513,9873,music,
1514,1985,chardesign,
1515,1985,chardesign,
1515,1985,art,
1517,225,art,Nanami
1517,732,staff,UI design
1517,2352,chardesign,
1517,2352,art,
1517,2877,art,SD
1517,3165,scenario,PS2 version
1517,3879,chardesign,
1517,3879,art,
1517,4164,staff,Movie
1517,4616,music,OP
1517,5073,scenario,
1517,5127,director,
1517,5127,staff,Producer
1517,6006,scenario,
1517,8138,chardesign,
1517,8138,art,
1517,8581,scenario,PS2 version
1517,8785,staff,Graphic
1517,8788,staff,Graphic
1517,8808,scenario,
1517,13746,songs,"OP ""Ganmen Punch"""
1517,13747,staff,OP lyrics
1518,378,scenario,
1518,378,staff,"Planning, game design, scripting"
1518,407,art,
1518,1437,songs,"OP ""Broken Promises"""
1518,2728,music,OP
1519,364,scenario,
1519,3267,art,
1521,228,songs,"ED ""Hironao no Tame ni Tsukutta Uta"""
1521,454,songs,"ED ""Hironao no Tame ni Tsukutta Uta"""
1521,1809,songs,"ED ""Hironao no Tame ni Tsukutta Uta"""
1521,2083,scenario,
1521,2084,music,
1521,3246,art,
1521,3247,art,
1521,3248,scenario,
1521,3249,music,ED arrangement
1522,2122,songs,"OP ""Puchi☆Pyuwa Love Call"""
1522,3055,art,
1522,3194,scenario,
1522,4081,scenario,
1522,5045,scenario,
1523,2352,art,
1523,2448,scenario,
1523,3879,art,
1523,5127,staff,Producer
1523,6006,scenario,
1523,8138,art,
1524,1058,art,
1524,1078,staff,Demo movie
1525,1058,art,
1525,1078,staff,Movie
1526,1058,art,
1526,1078,staff,Movie
1526,3922,scenario,
1527,3271,art,
1527,11236,songs,"OP ""Evolve"" and ED ""Next Story"""
1528,1078,staff,Demo movie
1528,11236,songs,"OP ""AKA-TSUKI"""
1529,3271,art,
1530,3990,chardesign,
1530,3990,art,
1530,4484,scenario,
1530,4907,scenario,Hotori's route
1530,6404,scenario,
1530,11623,scenario,
1530,19778,music,
1530,19779,music,
1531,1909,scenario,
1531,6888,chardesign,
1531,6888,art,
1531,6892,music,
1531,12598,songs,"Theme song  ""Kirakira Sakuranbo"", ED ""Tooi Hi no Yume"""
1532,1078,staff,Demo Movie
1532,1677,art,
1532,3194,scenario,
1532,8858,music,"BGM, OP"
1532,9463,songs,"OP ""Million Kiss"""
1533,1055,art,
1534,4336,art,
1534,5140,music,
1534,6846,scenario,
1534,6846,staff,"Planning, script"
1534,9334,staff,Voice production
1534,13006,staff,Program
1534,15310,director,
1535,2372,music,
1535,4069,scenario,
1535,5045,scenario,
1535,5164,scenario,
1535,5274,art,
1535,6872,scenario,
1536,4308,scenario,
1536,5627,art,
1536,8481,scenario,
1537,5627,art,
1537,5629,scenario,
1537,8481,scenario,
1538,1023,music,
1538,2378,songs,"OP ""Suki yo☆Darling♪"""
1538,2632,scenario,
1538,3565,music,OP
1538,4151,scenario,
1538,5197,scenario,
1538,5596,scenario,
1538,5705,scenario,
1538,9465,art,
1538,10182,scenario,
1539,61,staff,Producer
1539,63,scenario,
1539,169,art,
1539,1400,music,
1540,61,staff,Producer
1540,63,scenario,
1540,96,music,BGM
1540,169,chardesign,
1540,169,art,
1541,61,staff,Producer
1541,169,chardesign,
1541,169,art,
1541,1400,music,
1541,5887,scenario,
1542,785,music,
1542,785,songs,"PSP OP ""Narcissus ~eon~"", ED ""Liaison"""
1542,1014,scenario,"Chapter ""Chiisana Irisu"""
1542,1023,music,
1542,1507,scenario,"Chapter ""Messiah"""
1542,1780,art,Narcissu
1542,2094,chardesign,
1542,2094,art,
1542,2618,songs,"PSP insert song ""15cm"""
1542,2841,art,
1542,2924,art,Narcissu Side 2nd
1542,3214,music,
1542,7317,scenario,"Chapter ""Shinigami no Hanayome"""
1542,9148,songs,"PSP insert song ""The End of Hope"""
1542,10095,scenario,"Chapter ""Shiirasu no Takase e"""
1543,7976,chardesign,
1543,14412,songs,"OP ""Cruel Angel's Thesis"" and ED ""Tamashii no Refrain"""
1544,995,staff,Production
1544,1078,staff,Demo movie
1544,1083,scenario,
1544,1083,staff,Original Draft
1544,1118,scenario,
1544,1143,staff,Scripting
1544,1165,staff,Production
1544,1263,scenario,
1544,1277,scenario,
1544,2239,art,
1545,760,songs,"PC OP ""Maiden's Garden"", ED ""Himitsu no Story"""
1545,999,songs,"PS2 OP ""Splendid Flowers"""
1545,1510,scenario,
1545,1510,staff,Script
1545,1747,scenario,PSP assistant writer
1545,2372,music,BGM
1545,2836,art,Assistant artist
1545,3348,art,
1545,3862,scenario,PSP
1545,4163,staff,PS2 OP movie
1545,4164,staff,Movie
1545,5165,music,"PC OP composition, ED composition & arrangement"
1545,5799,scenario,
1545,5799,director,
1545,5799,staff,"Planning, scripting"
1545,5852,staff,Backgrounds
1545,6155,music,OP arrangement
1545,6156,staff,ED lyrics
1545,6157,staff,Scripting
1545,6158,staff,Scripting
1545,16171,staff,PS2 Background
1545,24075,staff,Backgrounds
1546,1864,scenario,
1546,1864,staff,"Planning, script"
1546,4207,staff,OP and demo movie
1546,5068,art,
1546,19445,songs,"OP ""Kaze ga Fuku Machi e"", ED ""Owaranai Kimi no Uta"""
1546,19446,music,
1547,454,songs,"OP ""STAR LEGEND"""
1547,719,songs,"First ED ""Futari de..."""
1547,719,staff,First ED & Second ED lyrics
1547,1023,music,BGM
1547,2757,music,First ED
1547,2876,chardesign,"Aoi, Ruru, Sora, Kuu, side characters"
1547,2876,art,
1547,2877,art,SD
1547,2880,scenario,
1547,2901,music,Second ED
1547,3095,songs,"Second ED ""Hoshi no Kiseki"""
1547,3503,chardesign,"Stella, Aki, Miko, Rin, Karen, Sakura"
1547,3503,art,
1547,3565,music,OP
1547,14958,director,
1549,1332,music,
1549,2945,songs,"OP ""Sekai ga Owaru Maeni"""
1549,4119,art,
1549,6951,music,OP
1549,8912,scenario,
1549,8912,director,
1549,9515,scenario,
1549,10701,music,BGM
1551,185,songs,"OP ""Signal Heart"", ED ""reglain nostalgia"""
1551,454,songs,"Insert Song ""NON STOP! SIGNAL!!"""
1551,746,music,
1551,2442,scenario,
1551,2442,director,
1551,2487,scenario,
1551,3009,art,
1551,4815,art,
1551,4816,scenario,
1551,6547,music,Songs
1552,694,songs,"OP ""Symphonic Love"", PSP OP ""Yume Miru Mama ni Koi o Shite"""
1552,953,scenario,Miu and Sana (*mustu no hana) routes
1552,1806,music,ED
1552,2377,songs,"Insert song ""Sayonara Kimi no Koe"""
1552,2380,staff,Lyrics
1552,2442,scenario,Sakuno route
1552,3783,scenario,Airi and Angelina routes
1552,3878,chardesign,
1552,3878,art,
1552,5585,staff,Movie
1552,5656,art,Assistant
1552,5657,art,SD
1552,5658,music,
1552,5659,songs,"ED ""Kimi Iro Mirai"""
1552,5660,staff,Producer
1552,5732,music,Insert song
1552,7562,art,Graphics
1552,11293,staff,Sound production
1552,12522,director,
1553,3496,art,
1553,4325,scenario,
1553,4638,music,
1553,4639,songs,"OP ""Viva! Nova!"" and ED ""Sunset Valley"""
1554,18381,music,
1556,2777,scenario,
1556,4890,songs,OP and ED
1556,5597,art,
1556,9529,scenario,
1557,1582,chardesign,
1557,1582,art,
1557,3200,scenario,
1557,3209,staff,Scenario supervision (PS2)
1557,4983,music,
1557,11636,songs,"OP ""KIZUNA"""
1558,1582,chardesign,
1558,1582,art,
1558,3200,scenario,
1558,5625,music,
1558,11636,songs,"OP ""KIZUNA part2"""
1559,1582,chardesign,
1559,1582,art,
1559,3200,scenario,
1560,2442,director,
1560,2487,scenario,
1560,14814,scenario,
1560,14815,art,
1560,14816,art,CG
1561,1296,art,
1561,1783,music,
1561,3685,music,"OP ""Kiseki no Shunkan"""
1561,3685,songs,"OP ""Kiseki no Shunkan"""
1562,1296,art,
1562,1783,music,
1562,3685,music,"OP ""Boys Will Be Boys"""
1562,3685,songs,"OP ""Boys Will Be Boys"""
1563,1296,art,
1563,1783,music,
1564,1296,art,
1564,1296,staff,Planning
1564,1783,music,"Theme song ""LUCKY DOG -Don't lose luck-"" and BGM"
1564,4434,scenario,
1564,4594,scenario,
1564,13451,staff,Movie
1565,4700,scenario,
1565,4701,scenario,
1565,10101,chardesign,
1565,11188,songs,"OP ""Planets"" and ED ""Kokoro Kirari"""
1566,782,music,"ED ""little love"""
1566,963,music,
1566,964,songs,"Insert song ""Angels ~Tenshi no Inori~"""
1566,1017,music,
1566,1332,music,
1566,2250,art,
1566,2480,scenario,
1566,2499,scenario,
1566,2501,scenario,Hinamina and Kaori
1566,2817,songs,"OP ""ANGELIC MAZE"""
1566,3231,songs,"Insert song ""Angels ~Tenshi no Inori~"""
1566,9004,staff,CG
1566,16778,staff,Scripting
1566,17209,director,
1566,17209,staff,"Planning, original concept, Movie, system graphics"
1567,10927,staff,"Original work, supervision"
1567,11600,scenario,Fukkatsusai
1567,19114,scenario,
1567,19115,scenario,
1567,19116,scenario,
1567,19117,music,
1568,105,songs,"ED ""Faraway love"""
1568,971,scenario,
1568,1682,chardesign,
1568,1683,art,
1568,2767,music,"BGM, ED"
1568,2929,chardesign,
1568,2929,art,
1568,7893,scenario,
1568,8759,scenario,
1569,454,songs,"OP ""Pastel Days"", ED ""SeaSide Memory"""
1569,1682,art,
1569,1703,scenario,Assistant Writer
1569,1806,music,
1569,1906,scenario,
1569,2878,scenario,
1569,2929,art,
1569,8759,scenario,
1570,3583,scenario,
1570,3990,chardesign,
1570,3990,art,
1570,4851,chardesign,
1570,4851,art,
1570,6404,scenario,
1570,9628,chardesign,
1570,9628,art,
1570,11623,scenario,
1571,3301,scenario,Sub
1572,6867,art,Shiho
1572,9460,art,"Aoi, Package"
1572,9550,art,Kaoru
1572,9551,scenario,
1573,378,scenario,Shuri's route
1573,2631,songs,"OP ""Last message"""
1573,3185,scenario,
1573,3188,art,
1573,5126,staff,Special thanks
1573,5583,staff,Script
1573,5584,staff,"Graphics chief, graphics direction, graphics"
1573,10506,staff,Graphics
1573,11056,art,Backgrounds
1573,18136,staff,Program
1573,21754,music,
1573,21754,staff,Sound effects
1573,26191,staff,"Planning, production"
1574,17144,chardesign,
1574,17317,chardesign,Original character design
1574,17359,director,
1574,17365,music,
1574,17366,music,
1574,17367,director,
1575,3093,scenario,
1575,3173,songs,"OP ""Hora Hora▼Yume Yume▼Take Me Out"", ED ""Shukufuku no Kane wa Sekai no Hibiki"""
1575,3772,scenario,
1575,3773,scenario,
1575,3980,music,
1575,5533,music,"OP, ED"
1575,12666,chardesign,
1575,12666,art,
1575,13407,director,
1576,2490,scenario,
1576,3772,scenario,
1576,3774,scenario,
1576,5533,music,OP
1576,10559,songs,"OP ""Since"""
1576,12666,art,
1577,3093,scenario,
1577,3173,songs,"ED ""Shukufuku no Kane wa Sekai no Hibiki"""
1577,3772,scenario,
1577,3773,scenario,
1577,3980,music,
1577,5533,music,"OP, ED"
1577,10559,songs,"OP ""Since"""
1577,12666,chardesign,
1577,12666,art,
1577,13407,director,
1579,3173,songs,"ED ""Shukufuku no Kane wa Sekai no Hibiki"""
1579,3772,scenario,
1579,3980,music,
1579,5533,music,"OP, ED"
1579,10559,songs,"OP ""Since"""
1579,12666,chardesign,
1579,12666,art,
1579,13407,director,
1579,22468,scenario,
1579,22469,scenario,
1580,2728,music,"OP, ED"
1580,3772,scenario,
1580,3773,scenario,
1580,7345,art,
1580,10559,songs,"OP ""Ijiiji Love Me Tonight"", ED ""Itsuka Meguri Aeru Hito"""
1580,12662,scenario,
1581,3772,scenario,
1581,3773,scenario,
1581,7345,art,
1581,10963,songs,"OP ""I love you, too"""
1582,3772,scenario,
1582,3773,scenario,
1582,4475,songs,"ED ""Ai Sureba Ai Suru Hodo"""
1582,5533,music,"OP, ED"
1582,7345,art,
1582,10559,songs,"OP ""Watashi no Reason"""
1584,3589,songs,"OP ""The Cage"""
1584,3772,scenario,
1584,3773,scenario,
1584,3980,music,
1584,5533,music,OP
1584,7345,art,
1585,7345,chardesign,
1586,1185,music,
1586,2862,art,
1586,4710,scenario,
1587,1783,music,
1587,3864,scenario,
1587,4310,art,
1587,12301,music,
1588,2084,music,
1588,2928,art,
1588,4601,scenario,
1588,23270,director,
1590,1401,songs,"OP ""transient wind"""
1590,1783,music,
1590,4943,scenario,
1590,5240,art,
1591,4417,art,
1591,9787,scenario,
1592,1401,songs,"OP ""Colorless Fate -Erica 2007-"""
1592,1783,music,
1592,3110,art,SD
1592,5240,art,
1593,5240,art,SD
1593,5628,scenario,
1593,7243,art,
1594,281,scenario,
1594,281,art,"Backgrounds, Pixel Art"
1594,549,art,Backgrounds
1594,551,scenario,
1594,552,art,Pixel Art
1599,5940,scenario,
1599,6921,art,
1599,7244,art,
1599,13927,songs,"OP ""as you like"" and ED ""Hoshifuru Yoru ni"""
1600,590,chardesign,Spirited Heart Girl's Love - Female Love Interests
1600,590,art,Spirited Heart Girl's Love - Female Love Interests
1601,2158,music,
1601,3534,art,
1601,3535,scenario,
1601,3537,scenario,
1601,3538,scenario,
1602,1604,scenario,"Aoi, Yuna & Yurine routes"
1602,1787,music,
1602,2449,scenario,
1602,3202,director,
1602,3202,art,
1602,3572,scenario,
1602,4317,scenario,
1602,4462,scenario,
1602,5685,scenario,
1602,9629,scenario,
1603,3123,scenario,
1603,7786,music,
1604,3123,scenario,
1604,3354,chardesign,
1604,3354,art,
1605,2372,music,
1605,3123,scenario,
1605,3354,chardesign,
1605,3354,art,
1605,3417,scenario,Assistance
1605,3489,scenario,Assistance
1605,3490,scenario,Assistance
1606,502,songs,"OP ""Anata wa Kawaii Chichi Fechi"""
1606,1021,music,BGM
1606,2092,scenario,
1606,4814,art,
1606,5371,music,"OP ""Anata wa Kawaii Chichi Fechi"""
1606,8932,staff,OP lyrics
1608,1078,staff,Demo movie
1608,1263,scenario,
1608,1263,staff,"Planning, Project"
1608,1339,director,
1608,1339,staff,"Planning, Project"
1608,3990,art,
1609,994,staff,Graphic
1609,1078,staff,Demo movie
1609,1263,scenario,
1609,1263,staff,Original Draft
1609,1339,director,
1609,1339,staff,"Planning, Original Draft"
1609,3990,art,
1610,4116,art,
1610,4158,music,
1610,7087,scenario,
1610,9590,director,
1611,105,songs,"OP ""Unison"""
1611,985,music,
1611,5369,scenario,
1611,5369,staff,OP lyrics
1611,5948,staff,Script
1611,6538,art,
1611,11876,scenario,
1611,18263,staff,Graphics
1612,1023,music,
1612,1666,art,
1612,2084,music,
1612,4908,scenario,
1613,275,songs,"Theme Song ""Holy of Holies ~Tsumi wo Yurusu Mono~"""
1613,1023,music,
1613,1666,director,
1613,1666,art,
1613,2084,music,
1613,4908,scenario,
1613,4908,staff,ED lyrics
1614,3293,songs,"ED ""Kimi ga Iru Kara"""
1614,3835,music,
1614,3837,scenario,
1614,17756,chardesign,
1614,17756,art,
1614,17760,songs,"OP ""Daylight"" + lyrics"
1615,992,scenario,
1615,1675,music,BGM
1615,1814,songs,"Theme song ""Omoi no Kanata"""
1615,2164,music,BGM
1615,2203,music,BGM
1615,6135,music,BGM
1615,6262,scenario,
1615,6420,chardesign,
1615,6420,art,
1615,6420,staff,"Chief animation director, CG supervision"
1615,7363,music,"BGM, theme song"
1615,8307,music,BGM
1615,10385,staff,Special thanks
1616,4596,scenario,
1616,4761,art,
1616,5060,music,BGM
1617,719,songs,"ED ""TOMODACHI"""
1617,719,staff,"ED ""TOMODACHI"" lyrics"
1617,1023,music,"ED ""TOMODACHI"" production"
1617,1078,staff,Movie
1617,1085,songs,"Second OP ""Kimi Kara Hajimaru Kiseki"", ED ""crystallize"""
